INSTNM,STABBR,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,UGDS,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,LO_INC_DEBT_MDN,MD_INC_DEBT_MDN,HI_INC_DEBT_MDN,DEBT_MDN,MN_EARN_WNE_P10,MD_EARN_WNE_P10,MD_EARN_WNE_1YR,MD_EARN_WNE_5YR,FTFTPCTPELL,FTFTPCTFLOAN,ROOMBOARD_ON,OTHEREXPENSE_ON,OTHEREXPENSE_FAM,CONTROL,CONTROL_PEPS,GRAD_DEBT_MDN10YR_SUPP
Remington College-Cleveland Campus,OH,0,0,0,0,0,0,0,186,29683,NA,16155,16155,9500,9500,9500,9500,28100,31349,24922,30983,1,0.9551,NA,NA,4400,2,Private Nonprofit,140.6946865
Toledo Academy of Beauty Culture-East,OH,0,0,0,0,0,0,0,38,NA,11250,NA,NA,PS,PS,PS,6333,19000,26832,13074,17879,0.3077,0.3077,NA,NA,NA,3,Proprietary,PS
Brown & Clermont Adult Career Campuses,OH,0,0,0,0,0,0,0,42,NA,NA,NA,NA,PS,PS,PS,PS,PS,NA,NA,36558,0,0,NA,NA,NA,1,Public,PS
Chisholm Trail Technology Center,OK,0,0,0,0,0,0,0,31,NA,NA,NA,NA,PS,PS,PS,PS,PS,27170,29380,NA,0.2222,0,NA,NA,NA,1,Public,PS
Gordon Cooper Technology Center,OK,0,0,0,0,0,0,0,270,NA,10819,NA,NA,PS,PS,PS,PS,38100,42021,38154,41200,0.3654,0,NA,NA,NA,1,Public,PS
Kiamichi Technology Center-McAlester,OK,0,0,0,0,0,0,0,568,NA,11592,NA,NA,PS,PS,PS,PS,28700,31625,31478,33530,0.2961,0,NA,NA,NA,1,Public,PS
YTI Career Institute-Altoona,PA,0,0,0,0,0,0,0,121,NA,23361,NA,NA,PS,PS,PS,6334,24400,30188,27831,31814,0.7246,0.942,NA,NA,NA,3,Proprietary,PS
Eastern Center for Arts and Technology,PA,0,0,0,0,0,0,0,127,NA,27887,NA,NA,PS,9123,PS,9850,47700,56446,56478,58280,0.5,1,NA,NA,NA,1,Public,118.7386398
Empire Beauty School-Center City Philadelphia,PA,0,0,0,0,0,0,0,186,NA,22770,NA,NA,6222,7667,8028,6633,19900,22377,16044,22198,0.7143,0.5893,NA,NA,NA,3,Proprietary,113.0879527
CEM College-Humacao,PR,0,0,0,0,0,0,0,185,17004,NA,12300,12300,3668,PS,PS,3700,22300,21033,14413,20872,1,0,NA,NA,4818,3,Proprietary,53.00832133
Colegio Mayor de Tecnologia Inc,PR,0,0,0,0,0,0,0,60,NA,10899,NA,NA,PS,PS,PS,PS,21400,24591,23890,19953,0.8313,0,NA,NA,NA,3,Proprietary,PS
Institucion Chaviano de Mayaguez,PR,0,0,0,0,0,0,0,111,NA,10656,NA,NA,PS,PS,PS,PS,PS,12635,NA,13902,1,0,NA,NA,NA,3,Proprietary,PS
Liceo de Arte-Dise-O y Comercio,PR,0,0,0,0,0,0,0,196,NA,NA,11401,11401,PS,PS,PS,PS,17700,15501,11042,13971,0,0,NA,NA,450,3,Proprietary,PS
Universal Technology College of Puerto Rico,PR,0,0,0,0,0,1,0,185,NA,10644,NA,NA,PS,PS,PS,PS,20300,19878,15447,17722,0.729,0,NA,NA,NA,2,Private Nonprofit,PS
Academy of Hair Technology,SC,0,0,0,0,0,0,0,72,NA,16656,NA,NA,2333,PS,PS,2750,19600,22893,19478,21690,0.3333,1,NA,NA,NA,3,Proprietary,36.22588679
Mr Wayne's School of Unisex Hair Design,TN,0,0,0,0,0,0,0,21,NA,19355,NA,NA,PS,PS,PS,7667,PS,23696,NA,22230,0.6,0.4,NA,NA,NA,3,Proprietary,PS
Queen City College,TN,0,0,0,0,0,0,0,128,NA,10922,NA,NA,4449,PS,PS,4703,24500,26401,17474,24012,1,0.5,NA,NA,NA,3,Proprietary,52.08597654
College of the Marshall Islands,MH,0,0,0,0,1,0,0,1384,13934,NA,7458,8098,PS,PS,PS,PS,PS,NA,NA,NA,0.9966,0,7247,3658,2277,1,Public,PS
Remington College-Fort Worth Campus,TX,0,0,0,0,0,1,0,181,29995,NA,19258,19258,9500,9500,9500,9500,28100,31349,24922,30983,0.7768,0.7232,NA,NA,5360,2,Private Nonprofit,140.6946865
UCAS University of Cosmetology Arts & Sciences,TX,0,0,0,0,0,0,0,28,NA,NA,NA,NA,4460,PS,PS,4384,18500,13862,19146,NA,NA,NA,NA,NA,NA,3,Proprietary,57.42921533
School of Automotive Machinists & Technology,TX,0,0,0,0,0,0,0,125,NA,30723,NA,NA,9500,9677,5500,9500,54200,57529,36132,47174,0.625,0.625,NA,NA,NA,3,Proprietary,100.7158105
Nuvani Institute,TX,0,0,0,0,0,0,0,17,NA,24600,NA,NA,PS,PS,PS,3862,PS,19484,15220,15548,0.9429,0.8857,NA,NA,NA,3,Proprietary,PS
Nuvani Institute,TX,0,0,0,0,0,0,0,71,NA,24022,NA,NA,4200,PS,PS,4242,18400,22354,14564,16075,0.9762,0.9524,NA,NA,NA,3,Proprietary,53.32637126
Texas College of Cosmetology-Abilene,TX,0,0,0,0,0,0,0,75,NA,21619,NA,NA,6078,4583,4583,5500,18400,21685,17331,20081,0.7323,0.6929,NA,NA,NA,3,Proprietary,67.14033979
Centura College-Newport News,VA,0,0,0,0,0,0,0,209,31461,NA,16637,16637,10040,11125,8750,10054,25000,25930,24547,29799,0.4375,0.6875,NA,NA,5614,3,Proprietary,156.3745479
Centura College-Norfolk,VA,0,0,0,0,0,0,0,221,33116,NA,16637,16637,10040,11125,8750,10054,25000,25930,24547,29799,0.9143,0.7429,NA,NA,5614,3,Proprietary,156.3745479
Virginia Beach City Public Schools School of Practical Nursing,VA,0,0,0,0,0,0,0,29,NA,8149,NA,NA,PS,PS,PS,PS,NA,NA,NA,NA,0.75,0,NA,NA,NA,1,Public,PS
Northwest College of Art & Design,WA,0,0,0,0,0,0,0,119,28076,NA,18100,18100,PS,30750,PS,29030,32200,31167,26957,38059,0.5588,0.5588,NA,NA,3077,3,Proprietary,326.0011762
University of Washington-Bothell Campus,WA,0,0,0,0,1,0,0,5166,23503,NA,12224,40722,12184,11667,12851,12375,69600,78466,53990,78604,0.288,0.2154,15282,4056,4056,1,Public,154.9433232
University of Washington-Tacoma Campus,WA,0,0,0,0,1,0,0,4054,22627,NA,12458,40956,12184,11667,12851,12375,69600,78466,53990,78604,0.3684,0.3005,14220,3462,3462,1,Public,154.9433232
Huntington School of Beauty Culture,WV,0,0,0,0,0,0,0,108,NA,13189,NA,NA,PS,PS,PS,PS,NA,24794,11915,NA,0.4444,0,NA,NA,NA,3,Proprietary,PS
Valley College-Beckley,WV,0,0,0,0,0,0,0,152,NA,32107,NA,NA,7252,PS,PS,6843,23100,24070,19050,23655,0.9167,0.7917,NA,NA,NA,3,Proprietary,100.7158105
Valley College-Martinsburg,WV,0,0,0,0,0,0,0,615,NA,31161,NA,NA,9349,9500,9500,9418,23900,24900,25257,25262,0.8841,0.8623,NA,NA,NA,3,Proprietary,100.7158105
Bellus Academy-Poway,CA,0,0,0,0,0,0,0,436,NA,34292,NA,NA,6360,6333,5583,6333,30400,25223,17700,22667,0.624,0.704,NA,NA,NA,3,Proprietary,83.93337599
Capstone College,CA,0,0,0,0,0,0,0,151,NA,23141,NA,NA,9500,PS,PS,9296,28900,35348,39793,38764,0.5581,0.7829,NA,NA,NA,3,Proprietary,100.7158105
Central Coast College,CA,0,0,0,0,0,0,0,380,NA,28463,NA,NA,6911,5500,5500,5503,30300,40823,34254,40487,0.6498,0.5696,NA,NA,NA,3,Proprietary,79.25804205
Pacific College of Health and Science,CA,0,0,0,0,0,0,0,275,29323,NA,10138,10138,9500,9500,7104,9500,28300,26209,22827,21046,0.4444,0.4444,NA,NA,9000,3,Proprietary,130.0930222
Artistic Nails and Beauty Academy-Tampa,FL,0,0,0,0,0,0,0,243,NA,16376,NA,NA,6333,PS,PS,6333,21000,20948,18853,21188,0.5385,0.4038,NA,NA,NA,3,Proprietary,67.14033979
National Aviation Academy of Tampa Bay,FL,0,0,0,0,0,0,0,608,NA,33214,NA,NA,21858,19888,13666,21313,46000,59029,48869,65498,0.6925,0.7341,NA,NA,NA,3,Proprietary,233.2366138
Madison Oneida BOCES-Practical Nursing Program,NY,0,0,0,0,0,0,0,72,NA,27261,NA,NA,PS,PS,PS,9052,29900,41169,41487,44634,0.8718,0.9744,NA,NA,NA,1,Public,PS
College of Health Care Professions,TX,0,0,0,0,0,0,0,365,NA,31685,NA,NA,9499,9311,7793,9473,30500,33070,27314,34010,0.7169,0.7116,NA,NA,NA,3,Proprietary,100.7158105
Center for Advanced Legal Studies,TX,0,0,0,0,0,0,0,218,NA,16859,NA,NA,9394,PS,PS,9395,41800,56561,38352,44983,0.8235,0.7059,NA,NA,NA,3,Proprietary,100.7158105
Houston Training School-Main Campus,TX,0,0,0,0,0,0,0,268,NA,11503,NA,NA,PS,PS,PS,PS,21400,18991,13855,17664,0.9649,0,NA,NA,NA,3,Proprietary,PS
Bay Mills Community College,MI,0,0,0,1,0,0,0,477,13678,NA,3320,3320,PS,PS,PS,PS,24600,30048,32240,38508,0.7407,0,NA,NA,3402,1,Public,PS
Fond du Lac Tribal and Community College,MN,0,0,0,1,0,0,0,481,16465,NA,5999,5999,10500,7580,8250,9500,35300,45665,45990,50321,0.6875,0.4688,8140,5528,4250,1,Public,150.3422009
Northwest Indian College,WA,0,0,0,1,0,0,0,632,10086,NA,3969,3969,PS,PS,PS,PS,29100,35447,37654,48632,0.64,0,5500,3450,3552,1,Public,PS
Provo College,UT,0,0,0,0,0,0,0,711,36448,NA,17112,17112,23584,21928,25359,24262,26800,39645,53295,39759,0.75,0.9167,NA,NA,6720,3,Proprietary,442.4392548
CET-Coachella,CA,0,0,0,0,0,0,0,78,NA,22110,NA,NA,6777,6650,5500,6729,27600,32986,31508,34875,0.7778,0.4444,NA,NA,NA,2,Private Nonprofit,74.64631809
CET-Oxnard,CA,0,0,0,0,0,0,0,81,NA,19666,NA,NA,6777,6650,5500,6729,27600,32986,31508,34875,0.2188,0.0781,NA,NA,NA,2,Private Nonprofit,74.64631809
CET-Santa Maria,CA,0,0,0,0,0,0,0,109,NA,21608,NA,NA,6777,6650,5500,6729,27600,32986,31508,34875,0.5556,0.1778,NA,NA,NA,2,Private Nonprofit,74.64631809
Colorado Chinese Medicine University,CO,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PS,PS,PS,PS,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Proprietary,PS
Michigan College of Beauty-Troy,MI,0,0,0,0,0,0,0,279,NA,21953,NA,NA,6333,6333,3667,6333,25500,22058,16986,24257,0.6625,0.7667,NA,NA,NA,3,Proprietary,67.14033979
Ogle School Hair Skin Nails-Dallas,TX,0,0,0,0,0,0,0,390,NA,23597,NA,NA,7189,7917,6222,7369,24800,26885,19872,25272,0.7926,0.894,NA,NA,NA,3,Proprietary,83.93337599
Phoenix Seminary,AZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PS,PS,PS,PS,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Private Nonprofit,PS
Faust Institute of Cosmetology-Spirit Lake,IA,0,0,0,0,0,0,0,19,NA,11225,NA,NA,PS,PS,PS,6375,19200,23784,20228,15444,0.8,0.5,NA,NA,NA,3,Proprietary,PS
Cheeks Beauty Academy,CO,0,0,0,0,0,0,0,38,NA,15400,NA,NA,5375,6333,7367,6333,19400,25459,21775,25555,0.7895,0.6579,NA,NA,NA,3,Proprietary,74.21164986
Colorado School of Healing Arts,CO,0,0,0,0,0,0,0,55,48075,NA,11600,11600,7313,PS,PS,7459,28800,33444,27697,29898,1,1,NA,NA,4980,3,Proprietary,80.57264842
Mt. Diablo Adult Education-Mt. Diablo USD,CA,0,0,0,0,0,0,0,142,NA,22615,NA,NA,PS,PS,PS,PS,30100,40175,35619,35930,0.4878,0,NA,NA,NA,1,Public,PS
Greater Lowell Technical School,MA,0,0,0,0,0,0,0,80,NA,26600,NA,NA,PS,8920,PS,7833,58800,NA,65572,70797,0,0.3077,NA,NA,NA,1,Public,PS
Academy of Hair Design-Pearl,MS,0,0,0,0,0,0,0,42,NA,22935,NA,NA,3500,PS,PS,6500,22400,19921,14591,24454,0.5,0.8333,NA,NA,NA,3,Proprietary,68.91081773
Genesis Career College-Lebanon,TN,0,0,0,0,0,0,0,155,NA,17879,NA,NA,8925,PS,PS,8857,18100,24977,20107,22991,0.8495,0.8763,NA,NA,NA,3,Proprietary,100.7158105
Southwest College for the Deaf,TX,0,0,0,0,0,0,0,54,14324,NA,2720,14000,7125,5977,5500,6250,35700,38382,40190,44333,0.8,0,5670,4607,4054,1,Public,100.7158105
Fortis College-Richmond,VA,0,0,0,0,0,0,0,353,31130,NA,14332,14332,9262,9500,8466,9396,20800,32754,27217,29754,0.6197,0.662,NA,NA,4230,3,Proprietary,100.7158105
Midwest College of Oriental Medicine-Racine,WI,0,0,0,0,0,0,0,4,NA,NA,NA,NA,PS,PS,PS,15000,PS,44136,NA,NA,NA,NA,NA,NA,NA,3,Proprietary,PS
Hacienda La Puente Adult Education,CA,0,0,0,0,0,0,0,337,NA,8858,NA,NA,PS,PS,PS,PS,28800,39271,20409,28867,0.1661,0,NA,NA,NA,1,Public,PS
La Belle Beauty Academy,FL,0,0,0,0,0,0,0,174,NA,25562,NA,NA,5909,PS,PS,5909,16700,16212,12165,14333,0.2143,0.2143,NA,NA,NA,3,Proprietary,79.53368532
Hawaii Community College,HI,0,0,1,0,1,0,0,1456,15523,NA,3204,8340,7813,5750,4653,6101,30300,34891,30297,37206,0.5307,0.0263,8248,3904,5063,1,Public,111.3174748
Robert Fiance Beauty Schools-North Plainfield,NJ,0,0,0,0,0,0,0,178,NA,16699,NA,NA,5825,PS,PS,6333,21600,24509,21566,20564,0.7778,0.8889,NA,NA,NA,3,Proprietary,67.14033979
Long Island Beauty School-Hauppauge,NY,0,0,0,0,0,0,0,185,NA,27826,NA,NA,5500,5500,5500,5500,25500,26900,15362,22242,0.5714,0.7143,NA,NA,NA,3,Proprietary,58.30915346
Buckeye Joint Vocational School,OH,0,0,0,0,0,0,0,65,NA,13360,NA,NA,PS,PS,PS,PS,33100,35889,25416,35408,0.5375,0,NA,NA,NA,1,Public,PS
Sandusky Career Center,OH,0,0,0,0,0,0,0,76,NA,NA,NA,NA,12773,PS,PS,12773,PS,40504,46927,37184,0.5,1,NA,NA,NA,1,Public,153.8619535
Greater Altoona Career & Technology Center,PA,0,0,0,0,0,0,0,127,NA,18158,NA,NA,9500,8201,5500,9438,29700,38008,35637,40655,0.5556,0.5556,NA,NA,NA,1,Public,100.7158105
Central Texas Beauty College-Temple,TX,0,0,0,0,0,0,0,134,NA,12265,NA,NA,PS,PS,PS,PS,20900,23338,14985,25934,0.8968,0,NA,NA,NA,3,Proprietary,PS
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,NY,0,0,0,0,0,0,0,43,NA,21384,NA,NA,PS,PS,PS,PS,32100,47270,36546,40699,1,1,NA,NA,NA,1,Public,PS
Empire Beauty School-Brooklyn,NY,0,0,0,0,0,0,0,148,NA,22111,NA,NA,6222,6222,6152,6222,24800,24022,15337,20237,0.8077,0.7019,NA,NA,NA,3,Proprietary,113.0879527
Eastern New Mexico University Ruidoso Branch Community College,NM,0,0,0,0,0,0,1,362,10319,NA,1372,2644,10752,11000,11512,11000,34800,38550,42143,46025,0.4286,0,NA,NA,4498,1,Public,174.9274604
UEI College-Ontario,CA,0,0,0,0,0,0,0,978,NA,32411,NA,NA,9500,8757,5500,9500,27100,31141,25525,31471,0.9649,0.9681,NA,NA,NA,3,Proprietary,100.7158105
UEI College-Reseda,CA,0,0,0,0,0,0,0,711,NA,30163,NA,NA,9500,8757,5500,9500,27100,31141,25525,31471,0.9542,0.9586,NA,NA,NA,3,Proprietary,100.7158105
Beacon College,FL,0,0,0,0,0,0,0,469,64462,NA,47110,47110,21500,20125,15749,18500,PS,29420,17081,23204,0.2143,0.3469,14234,6070,2544,2,Private Nonprofit,265.0416066
Acupuncture and Integrative Medicine College-Berkeley,CA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PS,PS,PS,PS,PS,NA,NA,NA,NA,NA,NA,NA,NA,2,Private Nonprofit,PS
Estrella Mountain Community College,AZ,0,0,0,0,0,1,0,6088,16116,NA,2070,7854,5250,4500,3500,4670,37700,44356,53357,46359,0.4314,0.0903,NA,NA,10872,1,Public,79.51248199
Heartland Community College,IL,0,0,0,0,0,0,0,3013,15378,NA,5220,14880,4856,4500,6098,5500,31000,40768,32975,45173,0.334,0.1138,NA,NA,3428,1,Public,82.96862454
University of the Potomac-Washington DC Campus,DC,0,0,0,0,0,0,0,228,20087,NA,6660,6660,PS,8885,PS,7500,54600,34961,80975,54966,0.1667,0.0972,NA,NA,5800,3,Proprietary,92.96599394
Rabbi Jacob Joseph School,NJ,0,0,0,0,0,0,0,94,19800,NA,12700,12700,PS,PS,PS,PS,NA,NA,NA,NA,0.2143,0,3600,3800,5600,2,Private Nonprofit,PS
The Salon Professional Academy-Melbourne,FL,0,0,0,0,0,0,0,115,NA,22463,NA,NA,6333,5234,6087,6333,17900,16515,17242,21316,0.5222,0.7556,NA,NA,NA,3,Proprietary,79.80932859
Albert Einstein College of Medicine,NY,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79223,NA,NA,NA,NA,NA,NA,2,Private Nonprofit,NA
Fortis Institute-Scranton,PA,0,0,0,0,0,0,0,210,39756,NA,15880,15880,7640,9500,12813,8063,23600,30224,31719,33712,0.875,0.875,NA,NA,3227,3,Proprietary,100.7158105
Everglades University,FL,0,0,0,0,0,0,0,2246,38573,NA,20000,20000,14750,21961,25000,18950,49600,47597,47036,53555,0.6318,0.6163,NA,NA,5768,2,Private Nonprofit,413.4224997
Seminar L'moros Bais Yaakov,NY,0,0,0,0,0,0,0,426,21448,NA,11100,11100,PS,PS,PS,PS,21900,24366,21365,27394,0.7622,0,NA,NA,5600,2,Private Nonprofit,PS
Herzing University-Orlando,FL,0,0,0,0,0,1,0,735,27304,NA,12750,12750,10662,13130,15250,11756,41600,36909,50047,48660,0.6935,0.7419,NA,NA,2601,2,Private Nonprofit,227.9357817
Cortiva Institute,FL,0,0,0,0,0,0,0,113,NA,31939,NA,NA,6500,6111,5890,6500,29000,27193,22506,26012,0.7949,0.6923,NA,NA,NA,3,Proprietary,79.73511694
College of Biblical Studies-Houston,TX,0,0,0,0,0,0,0,205,16729,NA,7475,9275,14622,13414,15819,14750,42800,39260,44574,43567,0.4615,0.0769,NA,NA,2248,2,Private Nonprofit,271.0845553
Mid-EastCTC-Adult Education,OH,0,0,0,0,0,0,0,326,NA,NA,NA,NA,7600,6385,5500,7063,33400,40416,43098,43467,0.2282,0.2349,NA,NA,NA,1,Public,80.57264842
Polaris Career Center,OH,0,0,0,0,0,0,0,237,NA,14368,NA,NA,5723,6156,3685,5500,32200,38718,32979,38993,0.5556,0.1778,NA,NA,NA,1,Public,67.47959305
P&A Scholars Beauty School,MI,0,0,0,0,0,0,0,117,NA,20363,NA,NA,PS,PS,PS,6333,PS,20249,14058,18815,0.7826,0.913,NA,NA,NA,3,Proprietary,67.14033979
Sharp's Academy of Hairstyling,MI,0,0,0,0,0,0,0,22,NA,NA,NA,NA,PS,PS,PS,PS,16500,16266,NA,19840,NA,NA,NA,NA,NA,3,Proprietary,PS
The College of Health Care Professions-Northwest,TX,0,0,0,0,0,0,0,3201,NA,36625,NA,NA,9499,9311,7793,9473,30500,33070,27314,34010,0.6781,0.7703,NA,NA,NA,3,Proprietary,100.7158105
School of Professional Horticulture New York Botanical Garden,NY,0,0,0,0,0,0,0,10,NA,NA,8000,8000,PS,PS,PS,PS,NA,NA,NA,NA,0,0,NA,NA,600,2,Private Nonprofit,PS
Fortis College,TX,0,0,0,0,0,0,0,258,NA,34707,NA,NA,6334,6333,6333,6333,37300,33193,30670,36707,0.8759,0.8102,NA,NA,NA,3,Proprietary,100.7158105
UEI College-Gardena,CA,0,0,0,0,0,0,0,1288,NA,32815,NA,NA,9445,8914,5500,9433,PS,30848,24729,30026,0.9671,0.9622,NA,NA,NA,3,Proprietary,100.7158105
Asian-American International Beauty College,CA,0,0,0,0,0,0,0,463,NA,NA,NA,NA,PS,PS,PS,PS,20900,12610,9647,14450,0.1964,0,NA,NA,NA,3,Proprietary,PS
Copper Mountain Community College,CA,0,0,0,0,0,0,0,1059,15796,NA,1114,9082,9875,PS,PS,9250,33800,33281,NA,52460,0.675,0.025,NA,NA,3348,1,Public,PS
Diversified Vocational College,CA,0,0,0,0,0,0,0,276,NA,27095,NA,NA,PS,PS,PS,9500,23900,25328,15168,22134,0.9805,0.3355,NA,NA,NA,3,Proprietary,100.7158105
UEI College-Fresno,CA,0,0,0,0,0,0,0,1150,NA,33856,NA,NA,9445,9073,5500,9445,25300,27688,21537,26825,0.9463,0.9421,NA,NA,NA,3,Proprietary,100.7158105
Santiago Canyon College,CA,0,0,0,0,0,1,0,10419,11104,NA,1156,8764,4750,4500,3500,4500,PS,44956,40482,57634,0.2803,0.0071,NA,NA,5076,1,Public,PS
Southern California Institute of Technology,CA,0,0,0,0,0,0,0,540,34978,NA,19190,19190,10761,10798,7083,10651,35800,53598,44865,60942,0.729,0.7484,NA,NA,3800,3,Proprietary,114.4767707
Soka University of America,CA,0,0,0,0,0,0,0,445,51096,NA,35544,35544,18904,14707,14707,15250,PS,55017,19893,49045,0.1955,0.2782,13422,2640,3964,2,Private Nonprofit,165.9160458
Summit College,CA,0,0,0,0,0,0,0,1017,NA,32982,NA,NA,7600,7600,5280,7600,33800,40187,36826,47390,0.6372,0.597,NA,NA,NA,3,Proprietary,80.57264842
Advance Beauty College,CA,0,0,0,0,0,0,0,516,NA,14731,NA,NA,PS,PS,PS,PS,18800,11575,10847,13044,0.5899,0,NA,NA,NA,3,Proprietary,PS
Los Angeles Pacific College,CA,0,0,0,0,0,0,0,57,NA,NA,7130,7130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6000,3,Proprietary,NA
World Mission University,CA,0,0,0,0,1,1,0,192,22025,NA,6680,6680,PS,PS,PS,PS,PS,NA,NA,NA,1,0,NA,NA,4113,2,Private Nonprofit,PS
Yo San University of Traditional Chinese Medicine,CA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PS,PS,PS,PS,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Private Nonprofit,PS
John Amico School of Hair Design,IL,0,0,0,0,0,0,0,223,NA,18128,NA,NA,7917,PS,PS,7917,NA,NA,13956,16486,0.9118,0.9706,NA,NA,NA,3,Proprietary,83.93337599
Delta College Inc,LA,0,0,0,0,0,0,0,210,NA,20151,NA,NA,6200,5945,7682,6200,21300,32044,26314,27007,0.6818,0.6515,NA,NA,NA,3,Proprietary,67.81884631
Tri-State Cosmetology Institute,TX,0,0,0,0,0,0,0,146,NA,20788,NA,NA,5432,PS,PS,5432,19000,18157,16134,18757,0.7727,0.6591,NA,NA,NA,3,Proprietary,60.80054456
Frontier Community College,IL,0,0,0,0,0,0,0,287,12226,NA,4354,12082,5000,5051,5500,5500,34400,37533,31252,38867,0.3985,0.0827,NA,NA,9852,1,Public,68.91081773
Lincoln Trail College,IL,0,0,0,0,0,0,0,409,12704,NA,4354,12082,5000,5051,5500,5500,34400,37533,31252,38867,0.4235,0.102,NA,NA,9852,1,Public,68.91081773
Wabash Valley College,IL,0,0,0,0,0,0,0,496,11603,NA,4354,12082,5000,5051,5500,5500,34400,37533,31252,38867,0.4085,0.1037,NA,NA,9852,1,Public,68.91081773
Brookline College-Tempe,AZ,0,0,0,0,0,0,0,269,NA,29377,NA,NA,9491,9500,11758,9500,23700,29576,35191,37138,0.7692,0.6538,NA,NA,NA,3,Proprietary,100.7158105
Inter American University of Puerto Rico-School of Optometry,PR,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PS,PS,PS,PS,NA,NA,NA,84982,NA,NA,NA,NA,NA,2,Private Nonprofit,PS
Schiller International University,FL,0,0,0,0,0,0,0,23,25320,NA,13880,13880,35758,PS,PS,23224,PS,35529,NA,63985,0.25,0.25,NA,NA,3000,3,Proprietary,PS
Coconino Community College,AZ,0,0,0,0,0,0,1,2396,16650,NA,2712,9492,6513,5500,5500,5500,32200,40420,36897,47984,0.4286,0.2214,NA,NA,5687,1,Public,108.6670587
Emma's Beauty Academy-Juana Diaz,PR,0,0,0,0,0,0,0,313,NA,8609,NA,NA,PS,PS,PS,PS,18900,17034,8799,13118,0.7853,0,NA,NA,NA,3,Proprietary,PS
Brillare Beauty Institute,TN,0,0,0,0,0,0,0,255,NA,24950,NA,NA,5442,5500,4584,5107,20100,24728,19140,20178,0.6529,0.624,NA,NA,NA,2,Private Nonprofit,79.28984704
Pima Medical Institute-Denver,CO,0,0,0,0,0,0,0,802,NA,25016,NA,NA,9500,9500,9500,9500,30600,38673,33913,39823,0.6042,0.7679,NA,NA,NA,3,Proprietary,100.7158105
Ohio State School of Cosmetology-Heath,OH,0,0,0,0,0,0,0,87,NA,18251,NA,NA,5400,PS,PS,5831,26800,25078,15486,24228,0.2909,0.6,NA,NA,NA,3,Proprietary,104.9564762
Yeshivas Novominsk,NY,0,0,0,0,0,0,0,149,19000,NA,11800,11800,PS,PS,PS,PS,PS,NA,NA,NA,0.2683,0,3700,3800,5600,2,Private Nonprofit,PS
Southern Careers Institute-Corpus Christi,TX,0,0,0,0,0,0,0,470,NA,28423,NA,NA,7421,7125,5500,7389,24400,27035,23020,27240,0.731,0.682,NA,NA,NA,3,Proprietary,92.31929242
Rabbinical College of Ohr Shimon Yisroel,NY,0,0,0,0,0,0,0,237,21860,NA,22600,22600,PS,PS,PS,PS,20000,NA,19079,23560,1,0,2700,3000,4800,2,Private Nonprofit,PS
Carroll Community College,MD,0,0,0,0,0,0,0,1976,8278,NA,4128,8928,8316,9105,5500,7769,35600,44349,41144,53068,0.173,0.0499,NA,NA,2000,1,Public,124.5695551
Galen College of Nursing-Tampa Bay,FL,0,0,0,0,0,0,0,1962,NA,31751,NA,NA,16190,17444,16166,16500,44400,61480,67307,71805,0.6222,0.8222,NA,NA,NA,3,Proprietary,256.1998186
Galen College of Nursing-San Antonio,TX,0,0,0,0,0,0,0,3163,NA,NA,NA,NA,16190,17444,16166,16500,44400,61480,67307,71805,0.6701,0.8488,NA,NA,NA,3,Proprietary,256.1998186
Sarasota School of Massage Therapy,FL,0,0,0,0,0,0,0,86,NA,26348,NA,NA,7916,PS,PS,7916,26200,30237,20784,25349,0.7045,0.8864,NA,NA,NA,3,Proprietary,83.92277433
Schuyler Steuben Chemung Tioga Allegany BOCES,NY,0,0,0,0,0,0,0,140,NA,22271,NA,NA,9500,PS,PS,9323,32400,43956,37787,38859,0.75,0.75,NA,NA,NA,1,Public,100.7158105
Delaware Chenango Madison Otsego BOCES-Practical Nursing Program,NY,0,0,0,0,0,0,0,11,NA,24794,NA,NA,PS,PS,PS,PS,33100,48116,50233,NA,1,0.875,NA,NA,NA,1,Public,PS
Central Susquehanna Intermediate Unit LPN Career,PA,0,0,0,0,0,0,0,70,NA,19743,NA,NA,9500,PS,PS,9500,37000,49686,42904,45888,0.5143,0.8571,NA,NA,NA,1,Public,127.5804278
Myotherapy Massage College,UT,0,0,0,0,0,0,0,35,NA,27148,NA,NA,8233,8233,4766,8233,24600,31678,21539,26664,0.6364,0.6364,NA,NA,NA,3,Proprietary,87.2835019
City College-Gainesville,FL,0,0,0,0,0,0,0,45,24674,NA,18240,18240,15834,13501,9334,15285,31600,34938,32903,36982,0.75,1,NA,NA,4715,3,Proprietary,267.6920227
