ST_CASE,YEAR,STATE,COUNTY,FATALS,A_CRAINJ,A_REGION,A_RU,A_INTER,A_RELRD,A_INTSEC,A_ROADFC,A_JUNC,A_MANCOL,A_TOD,A_DOW,A_CT,A_WEATHER,A_LT,A_MC,A_SPCRA,A_PED,A_PED_F,A_PEDAL,A_PEDAL_F,A_ROLL,A_POLPUR,A_POSBAC,A_D15_19,A_D16_19,A_D15_20,A_D16_20,A_D65PLS,A_D21_24,A_D16_24,A_RD,A_HR,A_DIST,A_DROWSY,BIA,SPJ_INDIAN,INDIAN_RES
40475,2021,4,13,1,1,9,2,2,1,1,5,1,4,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
40476,2021,4,25,1,1,9,1,2,1,2,3,2,3,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
40477,2021,4,15,1,1,9,1,2,1,2,3,2,3,2,2,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
40478,2021,4,19,1,1,9,1,2,1,1,5,1,4,2,2,2,13,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
40479,2021,4,13,1,1,9,2,1,1,2,1,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
40480,2021,4,25,1,1,9,1,2,1,2,3,2,3,1,1,2,13,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,0,0,0
40481,2021,4,5,1,1,9,2,2,1,1,3,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
40482,2021,4,13,1,1,9,2,2,1,2,6,3,3,1,2,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
40483,2021,4,19,1,1,9,2,2,1,2,3,2,1,2,1,1,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,1,2,1,2,2,0,0,0
40484,2021,4,5,1,1,9,1,2,4,2,3,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
40485,2021,4,13,1,1,9,2,2,1,2,4,3,3,1,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
40486,2021,4,1,1,1,9,1,2,4,2,4,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
40487,2021,4,15,1,1,9,2,2,1,1,4,1,4,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2,0,0,0
40488,2021,4,21,1,1,9,2,2,4,2,5,2,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
40489,2021,4,13,1,1,9,1,2,1,2,6,2,1,1,2,1,13,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
40490,2021,4,13,1,1,9,2,2,1,2,4,3,3,1,2,2,13,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
40491,2021,4,19,1,1,9,1,2,1,2,3,2,1,2,2,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0
40492,2021,4,21,1,1,9,1,2,1,1,3,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
40493,2021,4,25,2,1,9,2,2,1,2,3,2,3,1,1,2,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
40494,2021,4,19,1,1,9,2,2,2,2,6,2,1,2,2,1,13,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,0,0,0
40495,2021,4,27,1,1,9,2,2,4,2,4,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
40496,2021,4,19,1,1,9,2,2,4,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
40497,2021,4,19,1,1,9,2,2,1,2,4,2,3,1,1,3,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
40498,2021,4,19,1,1,9,2,2,1,1,3,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
40499,2021,4,19,1,1,9,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,0,0,0
40500,2021,4,19,1,1,9,2,2,1,1,5,1,4,2,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
40501,2021,4,13,1,1,9,1,1,3,2,1,2,1,2,2,1,13,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,1,2,2,1,0,0,0
40502,2021,4,13,1,1,9,2,2,1,2,4,3,4,1,2,2,13,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
40503,2021,4,7,1,1,9,2,2,1,1,3,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,0,0,0
40504,2021,4,15,1,1,9,1,2,3,2,3,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
40505,2021,4,13,1,1,9,2,2,1,2,2,2,6,1,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
40506,2021,4,13,1,1,9,2,2,1,1,3,1,4,1,2,3,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,0,0,0
40507,2021,4,9,1,1,9,1,2,4,2,4,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
40508,2021,4,13,1,1,9,2,2,1,2,2,3,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
40509,2021,4,13,2,1,9,2,2,4,2,5,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
40510,2021,4,1,1,1,9,1,1,1,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
40511,2021,4,21,1,1,9,1,1,3,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,1,1,0,1
40512,2021,4,13,1,1,9,2,2,1,1,4,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
40513,2021,4,19,1,1,9,2,2,1,1,3,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0
40514,2021,4,25,1,1,9,2,2,1,2,2,2,3,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
40515,2021,4,3,1,1,9,1,2,1,1,3,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
40516,2021,4,19,1,1,9,2,2,1,1,4,1,4,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0
40517,2021,4,13,1,1,9,2,2,1,1,4,1,2,1,1,3,1,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
40518,2021,4,13,1,1,9,2,2,1,2,2,3,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
40519,2021,4,15,2,1,9,1,2,1,2,3,3,4,2,1,2,1,1,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
40520,2021,4,25,1,1,9,1,1,4,2,1,2,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
40521,2021,4,15,1,1,9,1,2,1,1,5,1,4,2,1,2,13,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
40522,2021,4,19,1,1,9,2,2,1,2,3,2,3,1,1,3,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
40523,2021,4,13,2,1,9,2,2,1,2,4,3,4,2,1,2,13,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,1,2,0,0,0
40524,2021,4,13,1,1,9,2,2,1,1,4,1,4,2,1,2,13,2,1,1,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
40525,2021,4,19,1,1,9,2,2,1,1,3,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
40526,2021,4,5,1,1,9,2,1,3,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
40527,2021,4,25,1,1,9,1,2,4,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
40528,2021,4,25,1,1,9,1,2,1,2,3,2,5,2,2,3,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,2,2,2,0,0,0
40529,2021,4,13,1,1,9,2,2,1,2,5,2,5,1,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
40530,2021,4,13,1,1,9,2,2,4,2,3,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,0,0,0
40531,2021,4,12,2,1,9,1,2,1,2,3,2,3,1,2,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
40532,2021,4,19,1,1,9,1,1,1,2,1,3,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
40533,2021,4,13,1,1,9,2,1,4,2,1,3,1,2,2,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
40534,2021,4,13,1,1,9,2,2,1,2,4,2,1,2,1,2,1,2,2,1,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
40535,2021,4,21,1,1,9,1,2,4,2,4,2,1,2,1,1,1,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,1,0,0,0
40536,2021,4,13,1,1,9,2,2,4,2,2,3,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
40537,2021,4,13,1,1,9,2,1,4,2,1,3,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
40538,2021,4,19,1,1,9,2,2,1,2,4,2,1,1,2,1,13,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
40539,2021,4,7,1,1,9,1,2,4,2,3,2,1,1,1,1,13,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
40540,2021,4,13,1,1,9,2,2,3,2,4,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
40541,2021,4,17,1,1,9,1,2,1,2,3,2,5,1,1,2,1,1,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
40542,2021,4,13,1,1,9,2,2,1,1,3,1,3,2,2,3,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
40543,2021,4,13,1,1,9,2,2,1,1,3,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
40544,2021,4,21,3,1,9,1,1,1,2,1,2,7,2,2,2,1,1,2,2,2,2,2,2,2,1,3,1,1,1,1,2,2,1,1,2,1,2,0,0,0
40545,2021,4,15,2,1,9,1,2,3,2,3,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
40547,2021,4,1,1,1,9,1,2,1,1,5,1,4,1,1,2,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,0,0,0
40548,2021,4,13,2,1,9,2,2,1,1,4,1,2,2,1,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,0,0,0
40549,2021,4,13,1,1,9,2,1,1,2,1,3,2,1,1,3,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,0,0,0
40550,2021,4,13,1,1,9,2,1,1,2,1,3,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,0,0,0
40551,2021,4,13,1,1,9,2,1,1,2,1,3,2,1,1,3,1,2,1,1,2,2,2,2,2,2,3,1,1,1,1,2,1,1,2,2,1,2,0,0,0
40552,2021,4,13,1,1,9,2,2,1,1,3,1,4,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
40553,2021,4,19,1,1,9,2,2,4,2,4,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
40554,2021,4,19,1,1,9,1,1,2,2,1,2,1,2,2,1,1,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,1,1,2,2,0,0,0
40555,2021,4,13,2,1,9,1,2,1,2,5,2,3,2,2,2,1,1,2,2,2,2,2,2,1,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
40556,2021,4,13,1,1,9,2,2,1,2,2,3,1,2,2,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
40557,2021,4,19,1,1,9,2,1,1,2,1,3,5,1,1,2,1,2,2,2,2,2,2,2,1,2,3,1,1,1,1,1,2,1,2,2,2,2,0,0,0
40558,2021,4,3,1,1,9,1,2,4,2,4,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
40559,2021,4,13,1,1,9,2,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,0,0,0
40560,2021,4,15,1,1,9,1,2,1,2,6,2,1,2,2,1,13,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
40561,2021,4,13,1,1,9,2,1,4,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
40562,2021,4,13,1,1,9,2,2,4,2,2,3,1,1,2,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
40563,2021,4,13,1,1,9,2,2,1,2,2,3,1,1,2,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
40564,2021,4,13,1,1,9,2,2,4,2,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
40565,2021,4,13,1,1,9,2,2,1,2,4,2,6,1,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
40566,2021,4,13,1,1,9,2,2,4,2,5,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
40567,2021,4,5,1,1,9,1,2,1,2,4,2,1,2,1,1,13,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1
40568,2021,4,7,1,1,9,1,2,1,2,3,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
40569,2021,4,25,1,1,9,1,1,1,2,1,2,2,1,2,3,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
40570,2021,4,9,1,1,9,1,2,4,2,4,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,1,0,1
40571,2021,4,13,1,1,9,2,1,4,2,1,3,1,2,2,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
40572,2021,4,13,1,1,9,2,2,1,2,4,2,2,1,1,3,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,1,2,0,0,0
40573,2021,4,19,1,1,9,1,2,4,2,4,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,1,2,0,0,0
40574,2021,4,13,1,1,9,2,2,1,2,4,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,2,0,0,0
40575,2021,4,13,1,1,9,2,2,1,1,3,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
40576,2021,4,13,3,1,9,2,2,1,1,4,1,4,2,1,2,1,2,2,1,2,2,2,2,2,2,3,1,1,1,1,2,1,1,2,2,2,2,0,0,0
40577,2021,4,13,1,1,9,2,2,3,2,3,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
40578,2021,4,13,1,1,9,2,2,4,2,4,2,1,1,2,1,99,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
40579,2021,4,27,1,1,9,1,2,4,2,5,2,1,1,2,1,99,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
40580,2021,4,13,1,1,9,2,2,1,1,3,1,4,2,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
40582,2021,4,27,1,1,9,2,2,1,2,4,2,1,2,1,1,99,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
40583,2021,4,13,1,1,9,2,2,1,2,4,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
40584,2021,4,17,1,1,9,1,2,6,3,5,4,7,1,1,1,99,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,0,1
40585,2021,4,13,1,1,9,2,2,1,2,4,2,1,2,1,1,1,2,2,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
40586,2021,4,9,2,1,9,1,2,6,3,4,4,7,1,1,3,99,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1
40587,2021,4,13,1,1,9,2,2,1,2,4,2,4,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,0,0,0
40588,2021,4,13,1,1,9,2,2,1,1,3,1,4,2,2,2,99,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
40589,2021,4,13,1,1,9,2,2,1,1,3,1,4,2,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
40590,2021,4,13,1,1,9,2,2,1,2,4,2,1,2,2,1,99,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
40591,2021,4,13,1,1,9,2,2,1,1,3,1,4,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,0,0,0
40592,2021,4,13,1,1,9,2,2,1,2,4,2,1,2,1,1,99,2,2,2,2,2,1,1,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
40593,2021,4,13,1,1,9,2,2,1,1,4,1,4,2,1,2,99,1,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,1,2,2,2,2,0,0,0
40594,2021,4,13,1,1,9,2,2,1,2,3,2,1,2,2,2,99,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
40595,2021,4,13,3,1,9,2,2,1,3,4,4,2,2,2,3,99,2,2,2,2,2,2,2,1,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
40596,2021,4,13,2,1,9,2,2,1,1,3,1,4,2,1,2,99,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
40597,2021,4,13,1,1,9,2,1,1,2,1,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
40598,2021,4,13,1,1,9,2,2,1,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
40599,2021,4,21,1,1,9,2,2,1,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
40600,2021,4,13,1,1,9,2,2,1,1,4,1,4,1,1,2,1,2,2,1,2,2,2,2,2,2,3,1,1,1,1,2,1,1,2,2,2,2,0,0,0
40601,2021,4,19,1,1,9,2,2,1,2,4,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
40602,2021,4,13,1,1,9,2,2,1,2,2,2,1,2,1,1,1,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
40603,2021,4,13,1,1,9,2,2,1,1,2,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
40604,2021,4,19,1,1,9,2,2,1,1,3,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
40606,2021,4,17,1,1,9,1,2,1,2,3,2,3,1,1,3,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
40607,2021,4,13,1,1,9,2,1,1,2,1,3,2,2,2,3,1,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
40608,2021,4,13,1,1,9,2,2,1,2,4,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
40609,2021,4,15,1,1,9,1,2,1,1,3,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
40610,2021,4,13,1,1,9,2,2,1,1,3,1,7,2,1,2,1,2,1,2,2,2,2,2,2,2,3,1,1,1,1,1,2,1,2,2,2,2,0,0,0
40611,2021,4,13,1,1,9,2,2,1,1,4,1,1,2,2,1,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
40612,2021,4,13,1,1,9,2,2,1,1,3,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2,0,0,0
40613,2021,4,5,1,1,9,1,2,4,2,5,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,1,2,0,0,0
40614,2021,4,13,1,1,9,2,2,4,2,2,3,1,1,1,2,13,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
40615,2021,4,13,1,1,9,2,2,4,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,1,0,0,0
40616,2021,4,13,1,1,9,2,1,4,2,1,3,1,1,2,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
40617,2021,4,13,1,1,9,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
40618,2021,4,19,1,1,9,2,2,1,2,4,2,5,2,2,3,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
40619,2021,4,13,1,1,9,2,2,1,2,3,3,4,1,1,2,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
40620,2021,4,19,1,1,9,2,2,1,1,6,1,1,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
40621,2021,4,13,1,1,9,2,2,1,2,3,2,1,2,1,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,2,0,0,0
40622,2021,4,13,1,1,9,2,2,1,2,2,3,1,2,1,2,1,2,1,1,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
40623,2021,4,9,3,1,9,1,2,2,2,4,2,5,1,1,3,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
40624,2021,4,13,1,1,9,2,2,1,1,3,1,5,2,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
40625,2021,4,21,1,1,9,1,2,1,2,3,2,3,1,2,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
40626,2021,4,13,1,1,9,2,1,4,2,1,3,1,2,2,1,13,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
40627,2021,4,25,1,1,9,1,1,4,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
40628,2021,4,9,1,1,9,1,2,4,2,6,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,0,0,0
40629,2021,4,25,1,1,9,2,2,1,1,4,1,4,1,1,3,13,1,2,1,2,2,2,2,1,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
40630,2021,4,13,1,1,9,2,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
40631,2021,4,7,1,1,9,1,2,1,2,4,2,3,2,1,3,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
40632,2021,4,19,1,1,9,2,2,1,1,3,1,4,1,1,3,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
40633,2021,4,19,1,1,9,2,2,1,2,3,2,3,2,2,2,1,2,2,1,2,2,2,2,2,2,3,1,1,1,1,2,2,1,1,2,2,2,0,0,0
40634,2021,4,19,1,1,9,2,2,1,2,5,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
40635,2021,4,25,1,1,9,2,2,1,1,4,1,1,1,2,1,13,2,2,2,2,2,1,1,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
40636,2021,4,13,1,1,9,2,2,4,2,2,3,1,1,1,1,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
